name,time,tweets
Bernie Sanders,2016-07-09 15:34:15,The goal of health care reform in America is to guarantee health care for all as a right what every other major country on earth does.
Bernie Sanders,2016-07-09 04:34:47,Thank you @NinaTurner for your leadership at the Democratic Platform Committee and getting this amendment passed. https://t.co/BXS4PnM3xO
Bernie Sanders,2016-07-09 04:27:26,A few years ago the fight for $15 was considered radical. Today it is a cornerstone of the Democratic Party. Now let's make it the law.
Bernie Sanders,2016-07-09 01:07:42,RT @thehill: JUST IN: 700000 sign Sanders' petition opposing trade agreement https://t.co/fXkvqnuRAZ https://t.co/s9SqqyCnBh
Bernie Sanders,2016-07-08 23:21:04,It is clear that we need to fundamentally reject our “free trade” policies and move to fair trade.
Bernie Sanders,2016-07-08 21:22:06,Today shamefully we have more than 12 million Latinos living in poverty. This is nearly one out of every four Latinos in this country.
Bernie Sanders,2016-07-08 19:45:07,Two candidates need your help to continue the political revolution: @PramilaJayapal and @Tim_Canova. Make calls: https://t.co/hKIdBOQ3tI
Bernie Sanders,2016-07-08 18:38:36,They tell us that unfettered free trade would increase jobs. Over and over again they've been proven wrong. https://t.co/9MHCYsX8Fx
Bernie Sanders,2016-07-08 17:43:06,In the richest country in the history of the world it is not a radical idea to make sure that every American is entitled to health care.
Bernie Sanders,2016-07-08 15:48:07,It's up to the next Democratic president of the United States to fulfill the legacies of FDR and Truman and guarantee health care for all.
Bernie Sanders,2016-07-08 14:41:02,We need a banking system that is part of creating a productive economy. https://t.co/UcD7wKSsmr
Bernie Sanders,2016-07-08 12:44:56,The attack on police officers in Dallas last night is horrifying and despicable. We must as a nation stand against violence of all kinds.
Bernie Sanders,2016-07-08 01:22:03,It's not acceptable that a handful of billionaires is now controlling our political process and the corporate media refuse to talk about it.
Bernie Sanders,2016-07-08 00:03:04,Esto es lo que queremos y vamos a continuar luchando para conseguirlo: https://t.co/ZO4kwRXdfZ
Bernie Sanders,2016-07-07 22:34:14,Our Democratic platform calls for enacting a 21st-century Glass-Steagall Act and breaking up too-big-to-fail banks. https://t.co/g2bbhGkEJW
Bernie Sanders,2016-07-07 21:21:04,When we guarantee health care for all every American will be able to see a doctor when they need to and not worry about going bankrupt.
